Part Number,Title,Body (HTML),Features,Vendor,Main Category,Category,Platform,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Weight,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Height,Length,Width
WL007,"Watts Link Pivot Upgrade, Billet Aluminum, Pivot Only","If you've installed BMR Suspension's WL005 or WL006 Watts Link on your S197 and want the ultimate in strength and performance, BMR's billet aluminum center pivot upgrade is the perfect addition. A Watts link locates the rearend housing and eliminates lateral axle movement by keeping the differential perfectly centered under the car through the suspension's entire range of motion. The center pivot plays a huge role in the systems effectiveness, and if you want the ultimate in strength and durability, BMR's billet aluminum center pivot (WL007) is the answer. The billet center pivot is black anodized for a great looks, and also gives you and incredibly durable finish. It uses a double shear mount to connect to the crossmember with a greasable Delrin bushing for smooth, bind-free movement. Simply bolt the new center pivot onto the Watts link with hardware supplied in the kit. This pivot works with both the rod end and polyurethane configurations.<br> <br> BMR Suspension designed the WL007 to work well for street performance and handling applications. The WL007 is 100-percent bolt-in and requires no cutting or modifying of your existing Watts link. BMR's billet aluminum Watts link pivot doesn't change the level of adjustability found in the WL005 or WL006 Watts link kits. The billet aluminum construction means reduced weight and increased strength. When performance is a must, rely on BMR Suspension! <br> <br> ***NOTE: This product is an upgrade for the WL005 and WL006 Watts link. One of these Watts link kits is required for the WL007 to be compatible.***<br> <br> BMR Suspension's WL007 Billet Aluminum Watts Link Pivot upgrade is available in a black anodized finish for long-lasting good looks. Installation time is 1-2 hours. Proudly made in the U.S.A.<br>","- Fits 2005-2014 S197 Mustangs<br>- Upgrade for BMR's WL005 and WL006 Watts Link kits<br>- 100% Bolt-on<br>- CNC-machined from 6061-T6 Billet Aluminum<br>- Weights less than the fabricated pivot included in the WL005 and WL006<br>- Retains all adjustability<br>- Greasable Delrin center bushing<br>- Double Sheer Construction<br>- Designed for street performance, drag race, and road race applications<br>- Durable anodized finish<br>- 1-2 hour installation time<br>- Proudly designed in the U.S.A.<br>- Proudly made in the U.S.A.<br>",BMR Suspension,Suspension,Watts Link,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Suspension, Watts Link, WL007, Free Shipping, Made in the USA",TRUE,Title,Default Title,,,WL007,2,TRUE,100,continue,manual,189.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/WL007_large.jpg,1,"WL007 - Watts Link Pivot Upgrade, Billet Aluminum, Pivot Only",FALSE,"Watts Link Pivot Upgrade, Billet Aluminum, Pivot Only","If you've installed BMR Suspension's WL005 or WL006 Watts Link on your S197 and want the ultimate in strength and performance, BMR's billet aluminum center pivot upgrade is the perfect addition. A Watts link locates the rearend housing and eliminates lateral axle movement by keeping the differential perfectly centered under the car through the suspension's entire range of motion. The center pivot plays a huge role in the systems effectiveness, and if you want the ultimate in strength and durability, BMR's billet aluminum center pivot (WL007) is the answer. The billet center pivot is black anodized for a great looks, and also gives you and incredibly durable finish. It uses a double shear mount to connect to the crossmember with a greasable Delrin bushing for smooth, bind-free movement. Simply bolt the new center pivot onto the Watts link with hardware supplied in the kit. This pivot works with both the rod end and polyurethane configurations.

BMR Suspension designed the WL007 to work well for street performance and handling applications. The WL007 is 100-percent bolt-in and requires no cutting or modifying of your existing Watts link. BMR's billet aluminum Watts link pivot doesn't change the level of adjustability found in the WL005 or WL006 Watts link kits. The billet aluminum construction means reduced weight and increased strength. When performance is a must, rely on BMR Suspension!

***NOTE: This product is an upgrade for the WL005 and WL006 Watts link. One of these Watts link kits is required for the WL007 to be compatible.***

BMR Suspension's WL007 Billet Aluminum Watts Link Pivot upgrade is available in a black anodized finish for long-lasting good looks. Installation time is 1-2 hours. Proudly made in the U.S.A.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,WL007,"BMR Suspension, 2005-2014 Mustang, Suspension, Watts Link, WL007, Free Shipping, Made in the USA","Watts Link Pivot Upgrade, Billet Aluminum, Pivot Only",New,,,,,,,https://bmrsuspension.com/siteart/products/WL007_large.jpg,lb,,6.0in,6.0in,6.0in
WL007,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL007_image2_large.jpg,,"BMR Suspension WL007 - Watts Link Pivot Upgrade, Billet Aluminum, Pivot Only",,,6.0in,6.0in,6.0in,WL007,6.0in,6.0in,6.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL007,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL007_image3_large.jpg,,"BMR Suspension WL007 - Watts Link Pivot Upgrade, Billet Aluminum, Pivot Only",,,6.0in,6.0in,6.0in,WL007,6.0in,6.0in,6.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL007,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL007_image4_large.jpg,,"BMR Suspension WL007 - Watts Link Pivot Upgrade, Billet Aluminum, Pivot Only",,,6.0in,6.0in,6.0in,WL007,6.0in,6.0in,6.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL007,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL007_image5_large.jpg,,"BMR Suspension WL007 - Watts Link Pivot Upgrade, Billet Aluminum, Pivot Only",,,6.0in,6.0in,6.0in,WL007,6.0in,6.0in,6.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL007,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL007_image6_large.jpg,,"BMR Suspension WL007 - Watts Link Pivot Upgrade, Billet Aluminum, Pivot Only",,,6.0in,6.0in,6.0in,WL007,6.0in,6.0in,6.0in,,,,,,,,,,,,,,,,,,,,,,,,
XSB011,"Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings","Hard launches from high horsepower cars at the drag strip require more than just a normal street-style sway bar. BMR Suspension's Xtreme Anti Roll Bar for 2005-2014 Mustang or 2007-2014 Shelby GT500 allows you to launch harder without excessive body roll limiting traction. Manufactured from heavy-wall 1.375-inch DOM tubing, BMR's Xtreme Anti Roll Bar (XSB011) is designed to eliminate body roll and transfer as much power as possible to the rear wheels. The XSB011 attaches to your Mustang with solid bushings. These bushings are CNC-machined from solid Delrin, and eliminate all bushing deflection. The fabricated laser cut, steel sway bar arms are reinforced to add strength and minimize deflection.<br> <br> BMR Suspension designed the XSB011 sway bar for drag race and limited street applications. The large adjustable sway bar has three positions, giving you the versatility to drive to the track and race at the track with the same sway bar. The XSB011 gives you as much as 4,090% increase (2,430%, 3,080%, and 4,090%) in rate over the stock bar (depending on year and model). These rate increases and adjustability allow you to almost eliminate body roll so you can leave the starting line harder with maximum traction. The hollow design gives you loads of strength without adding a lot of weight. The Delrin sway bar bushings solidly mount the sway bar to the chassis, further reducing deflection. This allows for more body roll control, which equals more traction and consistent launches. When performance is a must, rely on BMR Suspension!<br> <br> BMR Suspension's XSB011 anti roll bar is available in black hammertone and red powdercoat for long-lasting good looks. Installation time is about 1-2 hours. Proudly made in the U.S.A.!<br> <br> <br> NOTE: Recommended for drag race applications only. Minimal welding necessary.<br>","- Fits all 2005-2014 Mustangs and 2007-2014 Shelby GT500s<br>- Designed for street performance and drag race applications<br>- Dramatically reduces body roll<br>- Up to 4,090% increase is sway bar rate over stock sway bar (depending on year and model)<br>- Cold formed to better resist torsional fatigue<br>- Manufactured from 1.375-inch heavy-wall DOM tubing for increased strength<br>- Three-way adjustable for limited street and track use <br>- Adjustability allows for fine-tuning of suspension<br>- CNC-machined Delrin sway bar bushings <br>- Durable powdercoat finish<br>- 1-2-hour installation time<br>- Proudly designed in the U.S.A.<br>- Proudly made in the U.S.A.<br><br>",BMR Suspension,Suspension,Xtreme Anti-Roll Bar Kits,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Suspension, Xtreme Anti-Roll Bar Kits, XSB011, Free Shipping, Made in the USA",TRUE,Color,Red,,,XSB011R,31,TRUE,100,continue,manual,769.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/XSB011_large.jpg,1,"XSB011R - Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",FALSE,"Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings","Hard launches from high horsepower cars at the drag strip require more than just a normal street-style sway bar. BMR Suspension's Xtreme Anti Roll Bar for 2005-2014 Mustang or 2007-2014 Shelby GT500 allows you to launch harder without excessive body roll limiting traction. Manufactured from heavy-wall 1.375-inch DOM tubing, BMR's Xtreme Anti Roll Bar (XSB011) is designed to eliminate body roll and transfer as much power as possible to the rear wheels. The XSB011 attaches to your Mustang with solid bushings. These bushings are CNC-machined from solid Delrin, and eliminate all bushing deflection. The fabricated laser cut, steel sway bar arms are reinforced to add strength and minimize deflection.

BMR Suspension designed the XSB011 sway bar for drag race and limited street applications. The large adjustable sway bar has three positions, giving you the versatility to drive to the track and race at the track with the same sway bar. The XSB011 gives you as much as 4,090% increase (2,430%, 3,080%, and 4,090%) in rate over the stock bar (depending on year and model). These rate increases and adjustability allow you to almost eliminate body roll so you can leave the starting line harder with maximum traction. The hollow design gives you loads of strength without adding a lot of weight. The Delrin sway bar bushings solidly mount the sway bar to the chassis, further reducing deflection. This allows for more body roll control, which equals more traction and consistent launches. When performance is a must, rely on BMR Suspension!

BMR Suspension's XSB011 anti roll bar is available in black hammertone and red powdercoat for long-lasting good looks. Installation time is about 1-2 hours. Proudly made in the U.S.A.!


NOTE: Recommended for drag race applications only. Minimal welding necessary.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,XSB011R,"BMR Suspension, 2005-2014 Mustang, Suspension, Xtreme Anti-Roll Bar Kits, XSB011, Free Shipping, Made in the USA","Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",New,,,,,,,https://bmrsuspension.com/siteart/products/XSB011_large.jpg,lb,,13.0in,49.0in,13.0in
XSB011,,,,,,,,,,,Black Hammertone,,,XSB011H,31,TRUE,100,continue,manual,769.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/XSB011_image1_large.jpg,2,"XSB011H - Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/XSB011_image1_large.jpg,lb,,13.0in,49.0in,13.0in
XSB011,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/XSB011_image2_large.jpg,,"BMR Suspension XSB011 - Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",,,13.0in,49.0in,13.0in,XSB011,13.0in,49.0in,13.0in,,,,,,,,,,,,,,,,,,,,,,,,
XSB011,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/XSB011_image3_large.jpg,,"BMR Suspension XSB011 - Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",,,13.0in,49.0in,13.0in,XSB011,13.0in,49.0in,13.0in,,,,,,,,,,,,,,,,,,,,,,,,
XSB011,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/XSB011_image4_large.jpg,,"BMR Suspension XSB011 - Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",,,13.0in,49.0in,13.0in,XSB011,13.0in,49.0in,13.0in,,,,,,,,,,,,,,,,,,,,,,,,
XSB011,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/XSB011_image5_large.jpg,,"BMR Suspension XSB011 - Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",,,13.0in,49.0in,13.0in,XSB011,13.0in,49.0in,13.0in,,,,,,,,,,,,,,,,,,,,,,,,
XSB011,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/XSB011_image6_large.jpg,,"BMR Suspension XSB011 - Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",,,13.0in,49.0in,13.0in,XSB011,13.0in,49.0in,13.0in,,,,,,,,,,,,,,,,,,,,,,,,
XSB011,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/XSB011_image7_large.jpg,,"BMR Suspension XSB011 - Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",,,13.0in,49.0in,13.0in,XSB011,13.0in,49.0in,13.0in,,,,,,,,,,,,,,,,,,,,,,,,
XSB011,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/XSB011_image8_large.jpg,,"BMR Suspension XSB011 - Xtreme Anti-roll Bar Kit, Rear, Hollow 35mm, Delrin Bushings",,,13.0in,49.0in,13.0in,XSB011,13.0in,49.0in,13.0in,,,,,,,,,,,,,,,,,,,,,,,,
SMK013,"Sway Bar Mount, Billet Alum Mount, 1.375"" Delrin Bushing","If you've installed one of BMR Suspension's 1 3/8-inch sway bars or Xtreme Anti Roll Bars and want to improve its level of body roll control, upgrade the sway bar mounts and bushings with a Billet Aluminum/Delrin Sway Bar Mounting Kit from BMR Suspension. Most BMR sway bars come with formed steel sway bar mounts with polyurethane bushings. This gives you an effective sway bar mounting solution that works great for limiting the amount of wasted sway bar rate due to sway bar bushing deflection. Under extreme loads, slight bushing deflection can absorbs sway bar rate and allow for slight amounts of body roll. BMR designed its Billet Aluminum/Delrin Sway Bar Mounting Kit to solidly mount the sway bar to the chassis eliminating any bushing deflection. Eliminating this deflection will reduce body roll and increase handling and launch consistency. <br> <br> Designed for max-effort street performance, drag race, and handling applications, BMR's Billet Aluminum/Delrin Sway Bar Mounting Kit replaces the formed saddle and poly bushing assembly with CNC-machined billet aluminum saddles and CNC-machined Delrin bushings. This design eliminates the small amount of deflection seen in the formed saddles and poly bushings when extreme loads are applied. The saddles and Delrin bushings are CNC-machined, giving you a perfect fit, and the strength to withstand any form of performance driving. BMR's Delrin bushings are also greasable for smooth operation and long life.<br> <br> BMR Suspension's SMK013 Sway Bar Mount Kit is available in black with zinc-coated hardware. Installation time is about 1 hour. Proudly made in the U.S.A.!<br>","- Designed for max-effort street performance, drag race, and handling applications<br>- Replaces any 1 3/8-inch sway bar bushing and saddle (See images for bolt hole spacing)<br>- Internally fluted for efficient lubrication <br>- Machined Delrin bushings<br>- CNC-machined billet aluminum sway bar saddles<br>- Grease fittings with internal grease passages<br>- Decreases body roll<br>- Proudly designed in the U.S.A.<br>- Proudly made in the U.S.A.<br>",BMR Suspension,Suspension,Sway Bar Kits,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Suspension, Sway Bar Kits, SMK013, Free Shipping, Made in the USA",TRUE,Title,Default Title,,,SMK013,1,TRUE,100,continue,manual,279.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/SMK013_large.jpg,1,"SMK013 - Sway Bar Mount, Billet Alum Mount, 1.375"" Delrin Bushing",FALSE,"Sway Bar Mount, Billet Alum Mount, 1.375"" Delrin Bushing","If you've installed one of BMR Suspension's 1 3/8-inch sway bars or Xtreme Anti Roll Bars and want to improve its level of body roll control, upgrade the sway bar mounts and bushings with a Billet Aluminum/Delrin Sway Bar Mounting Kit from BMR Suspension. Most BMR sway bars come with formed steel sway bar mounts with polyurethane bushings. This gives you an effective sway bar mounting solution that works great for limiting the amount of wasted sway bar rate due to sway bar bushing deflection. Under extreme loads, slight bushing deflection can absorbs sway bar rate and allow for slight amounts of body roll. BMR designed its Billet Aluminum/Delrin Sway Bar Mounting Kit to solidly mount the sway bar to the chassis eliminating any bushing deflection. Eliminating this deflection will reduce body roll and increase handling and launch consistency.

Designed for max-effort street performance, drag race, and handling applications, BMR's Billet Aluminum/Delrin Sway Bar Mounting Kit replaces the formed saddle and poly bushing assembly with CNC-machined billet aluminum saddles and CNC-machined Delrin bushings. This design eliminates the small amount of deflection seen in the formed saddles and poly bushings when extreme loads are applied. The saddles and Delrin bushings are CNC-machined, giving you a perfect fit, and the strength to withstand any form of performance driving. BMR's Delrin bushings are also greasable for smooth operation and long life.

BMR Suspension's SMK013 Sway Bar Mount Kit is available in black with zinc-coated hardware. Installation time is about 1 hour. Proudly made in the U.S.A.!",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,SMK013,"BMR Suspension, 2005-2014 Mustang, Suspension, Sway Bar Kits, SMK013, Free Shipping, Made in the USA","Sway Bar Mount, Billet Alum Mount, 1.375"" Delrin Bushing",New,,,,,,,https://bmrsuspension.com/siteart/products/SMK013_large.jpg,lb,,5.0in,5.0in,5.0in
